gene_id	logFC	logCPM	LR	PValue	FDR	symbol	description
ENSG00000116337	0.5936205640914114	4.3460582996287815	18.5193676505114	1.6818653891676805e-5	5.901116950241387e-4	AMPD2	adenosine monophosphate deaminase 2
ENSG00000250470	-7.315921517788507	-1.3012862386360753	18.512405003394257	1.6880205416016947e-5	5.919400892529433e-4	NA	NA
ENSG00000197757	-0.47607289157707466	3.3129141794447157	18.508417437378416	1.6915558334620833e-5	5.928482434772086e-4	HOXC6	homeobox C6
ENSG00000137812	-0.4869081800075747	4.0049632242554285	18.50258529320842	1.696739887226646e-5	5.943329102184956e-4	KNL1	kinetochore scaffold 1
ENSG00000086189	0.5931183270321203	4.220586433061638	18.497869231693127	1.700943549342019e-5	5.954726998534036e-4	DIMT1	DIM1 rRNA methyltransferase and ribosome maturation factor
ENSG00000196756	0.6998354144205525	3.940760537737543	18.496235033346554	1.7024026315088494e-5	5.956509207344021e-4	SNHG17	small nucleolar RNA host gene 17
ENSG00000124006	-0.3037534370166607	5.034560773164111	18.494779092617314	1.703703616607083e-5	5.957736573411272e-4	OBSL1	obscurin like cytoskeletal adaptor 1
ENSG00000125952	-0.425672661258625	6.349020861304093	18.489524008957872	1.708407715347262e-5	5.970856396447789e-4	MAX	MYC associated factor X
ENSG00000188807	0.6500952396727118	3.363044837114227	18.47801654316561	1.7187542621957664e-5	6.003670876862093e-4	TMEM201	transmembrane protein 201
ENSG00000185222	-0.34718354250486033	5.19197417086536	18.474132940509776	1.7222602582454236e-5	6.012567828061696e-4	TCEAL9	transcription elongation factor A like 9
ENSG00000272288	-0.5140598658978912	3.1362043138785034	18.454685249192508	1.7399253880148774e-5	6.070858198582794e-4	ILRUN-AS1	ILRUN antisense RNA 1
ENSG00000235531	2.8875493412187128	0.37645330113355546	18.449536141755452	1.7446329299828944e-5	6.083897926024887e-4	MSC-AS1	MSC antisense RNA 1
ENSG00000076003	0.49267988243823285	4.635499232307455	18.448410837303697	1.7456634354831593e-5	6.084107693429354e-4	MCM6	minichromosome maintenance complex component 6
ENSG00000105245	0.8413656224511217	4.487859630615825	18.437544091028695	1.7556462499691898e-5	6.115501104059345e-4	NUMBL	NUMB like endocytic adaptor protein
ENSG00000137513	0.5336971227844453	3.0881398832812366	18.435698083895563	1.7573477869454794e-5	6.118029219404862e-4	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial
ENSG00000228589	-6.158475079828767	-2.1438917617157514	18.427957751830977	1.7645004073880608e-5	6.139521395295861e-4	SPCS2P4	signal peptidase complex subunit 2 pseudogene 4
ENSG00000205213	-0.390697693950096	4.283189403925031	18.42608210464065	1.7662380367450046e-5	6.142158896500932e-4	LGR4	leucine rich repeat containing G protein-coupled receptor 4
ENSG00000059769	0.6510294492318024	2.627672946415996	18.407001675519396	1.7840124282617247e-5	6.200531000665751e-4	DNAJC25	DnaJ heat shock protein family (Hsp40) member C25
ENSG00000164919	0.23846093085430933	7.982723320592459	18.38569028342664	1.8040775881190503e-5	6.266795832413543e-4	COX6C	cytochrome c oxidase subunit 6C
ENSG00000168268	0.37160679626771614	5.357828307317895	18.37938009076728	1.8100621641066466e-5	6.284102862097826e-4	NT5DC2	5'-nucleotidase domain containing 2
ENSG00000120053	0.2723356630822454	6.024396585420807	18.375311504052682	1.8139313749533722e-5	6.294050758692664e-4	GOT1	glutamic-oxaloacetic transaminase 1
ENSG00000147872	0.44305991626132407	3.545364700824513	18.366943969234576	1.8219150037947676e-5	6.318256124885615e-4	PLIN2	perilipin 2
ENSG00000115107	-0.31086588099952284	4.608925671868562	18.358743053081707	1.829773908207376e-5	6.342002434748617e-4	STEAP3	STEAP3 metalloreductase
ENSG00000130940	-0.638455666121867	4.254356453102833	18.353219434679836	1.835086352674002e-5	6.35690134324088e-4	CASZ1	castor zinc finger 1
ENSG00000135365	-0.5242336135232913	3.736521253236778	18.343035892201932	1.8449212152131467e-5	6.38744120341603e-4	PHF21A	PHD finger protein 21A
ENSG00000168958	0.4011691668167539	5.973699572338846	18.325635681226835	1.8618483358724096e-5	6.442488446975721e-4	MFF	mitochondrial fission factor
ENSG00000151465	0.4298770111715482	6.888870702301231	18.32248639145999	1.8649286327531564e-5	6.44613910927034e-4	CDC123	cell division cycle 123
ENSG00000166986	0.7328542484688845	6.176263329249559	18.322454813804008	1.8649595445321207e-5	6.44613910927034e-4	MARS1	methionyl-tRNA synthetase 1
ENSG00000238120	1.0960060420846232	2.1740188860739513	18.312161369424636	1.875063410700043e-5	6.47287689114031e-4	LINC01589	long intergenic non-protein coding RNA 1589
ENSG00000168394	-0.3454168233466204	5.300861175843617	18.312074830421093	1.8751485885639036e-5	6.47287689114031e-4	TAP1	transporter 1, ATP binding cassette subfamily B member
ENSG00000141127	0.41788584611668883	5.170857458839042	18.3114210265324	1.8757922346414584e-5	6.47287689114031e-4	PRPSAP2	phosphoribosyl pyrophosphate synthetase associated protein 2
ENSG00000269980	6.465027625810409	-1.5588234233025533	18.307533564404686	1.87962388491056e-5	6.48253122023609e-4	NA	NA
ENSG00000167881	0.25590008026951183	5.810231501116607	18.302634661230158	1.884463654297229e-5	6.495649869402763e-4	SRP68	signal recognition particle 68
ENSG00000183780	1.7812795518421431	0.9397057020303679	18.29462033028541	1.892408252376693e-5	6.519450407913113e-4	SLC35F3	solute carrier family 35 member F3
ENSG00000134339	-1.797587661581621	1.0658269017154838	18.29057641479255	1.896429744791734e-5	6.529716913698063e-4	SAA2	serum amyloid A2
ENSG00000116701	0.522601028887698	5.985069062408937	18.27915363815258	1.9078356180020403e-5	6.565383822652466e-4	NCF2	neutrophil cytosolic factor 2
ENSG00000136930	0.43168218308591316	8.554204435671789	18.277696469450518	1.9092955779969952e-5	6.566803770730202e-4	PSMB7	proteasome 20S subunit beta 7
ENSG00000151773	0.7451419364205127	2.740319745727883	18.273911870690608	1.913092671409727e-5	6.576256057970937e-4	CCDC122	coiled-coil domain containing 122
ENSG00000066135	-0.43244303701810916	4.580063591066491	18.263079227517586	1.9240030620523026e-5	6.610136547434486e-4	KDM4A	lysine demethylase 4A
ENSG00000145907	0.2960285428247101	7.712419020365775	18.260518293370268	1.9265914985689442e-5	6.615404543278904e-4	G3BP1	G3BP stress granule assembly factor 1
ENSG00000234816	-6.108913172834103	-2.1758085079343306	18.25694571564898	1.9302082880492894e-5	6.624195931072274e-4	H2AC5P	H2A clustered histone 5, pseudogene
ENSG00000232024	0.7498193548313364	4.05105860714998	18.23993232377654	1.9475260350559673e-5	6.679971684792624e-4	LSM12P1	LSM12 pseudogene 1
ENSG00000122786	-0.5999387342277859	3.169706646342496	18.234941902741372	1.952635275308095e-5	6.69383443202939e-4	CALD1	caldesmon 1
ENSG00000165637	0.3266842793004544	7.717103841903197	18.213475458673116	1.974766810158918e-5	6.766004316773997e-4	VDAC2	voltage dependent anion channel 2
ENSG00000226045	-6.099297639073449	-2.1819619654464364	18.207374253085174	1.98110291508392e-5	6.784006159244227e-4	NA	NA
ENSG00000073169	0.3180871642087948	5.211293483210855	18.163459073062718	2.027315452415649e-5	6.938465003627794e-4	SELENOO	selenoprotein O
ENSG00000136026	0.37547472471661225	5.949449962823879	18.157608425515278	2.0335533763305227e-5	6.956017277464472e-4	CKAP4	cytoskeleton associated protein 4
ENSG00000125868	0.2883117751599208	8.605017364797833	18.13136935369903	2.0617673300720322e-5	7.048681112078322e-4	DSTN	destrin, actin depolymerizing factor
ENSG00000197694	-0.31474201422867015	7.341441049882053	18.127680986894035	2.0657647028826234e-5	7.058498467070325e-4	SPTAN1	spectrin alpha, non-erythrocytic 1
ENSG00000130045	-0.7558359905900742	2.541758320891282	18.11083354355482	2.0841228391367466e-5	7.117347604241505e-4	NXNL2	nucleoredoxin like 2
ENSG00000165138	0.3838866017812557	4.750516354605154	18.09228857300313	2.104520290222499e-5	7.183093206148648e-4	ANKS6	ankyrin repeat and sterile alpha motif domain containing 6
ENSG00000161955	-0.6397781712330464	3.145135137567833	18.089189154536886	2.1079488217489815e-5	7.19088090988363e-4	TNFSF13	TNF superfamily member 13
ENSG00000115414	-0.6961068142347495	3.844251859370404	18.085953590106346	2.1115339427937356e-5	7.199194030079784e-4	FN1	fibronectin 1
ENSG00000132589	-0.37960358557144164	5.165336191965522	18.08342123860246	2.1143441517103498e-5	7.204857516969508e-4	FLOT2	flotillin 2
ENSG00000125354	-0.7453280869823504	2.374918152135495	18.07849295643679	2.1198239566389874e-5	7.219606848520615e-4	SEPTIN6	septin 6
ENSG00000136827	0.34705231971902845	5.540377437863293	18.05191070004546	2.1496280108792215e-5	7.317137691755005e-4	TOR1A	torsin family 1 member A
ENSG00000158321	-0.41498089956973755	4.64755528698387	18.030636914927364	2.1737832142248007e-5	7.395344955610147e-4	AUTS2	activator of transcription and developmental regulator AUTS2
ENSG00000151715	0.3067404536272219	5.243780437977064	18.02041599622443	2.1854852982938288e-5	7.431124089101035e-4	TMEM45B	transmembrane protein 45B
ENSG00000223849	0.8058217117130235	2.4735178892971077	17.983567134231382	2.22820202349602e-5	7.572263787165337e-4	NA	NA
ENSG00000165689	0.32321471014082204	6.393776788824343	17.965302788977816	2.249684744183835e-5	7.64112857314878e-4	ENTR1	endosome associated trafficking regulator 1
ENSG00000105926	1.3275236652869196	2.3627392053901306	17.949497875595746	2.2684425390932313e-5	7.700668500332735e-4	PALS2	protein associated with LIN7 2, MAGUK p55 family member
ENSG00000041357	0.33059896236316694	8.460832681364522	17.94609789406121	2.2724982436047534e-5	7.710261897944699e-4	PSMA4	proteasome 20S subunit alpha 4
ENSG00000008853	0.38173731802906596	3.8098951774538445	17.923323170220335	2.2998538105732925e-5	7.797389128943356e-4	RHOBTB2	Rho related BTB domain containing 2
ENSG00000253543	-6.044048707367094	-2.2170401426363324	17.922651936728005	2.300665053994451e-5	7.797389128943356e-4	NA	NA
ENSG00000114019	-0.25891456227285226	5.754131311001637	17.902376743149226	2.325305344111425e-5	7.876642089453611e-4	AMOTL2	angiomotin like 2
ENSG00000100422	-0.3959760506363849	4.07864819282425	17.897364594477285	2.33143733727857e-5	7.893149084631011e-4	CERK	ceramide kinase
ENSG00000249859	0.5935576585650941	3.6184808436290514	17.852258536445163	2.3873575108071175e-5	8.078106633977671e-4	PVT1	Pvt1 oncogene
ENSG00000236325	-6.651550143523498	-1.8060831668841009	17.850852077809	2.3891226665437188e-5	8.078954436931848e-4	RPL32P5	ribosomal protein L32 pseudogene 5
ENSG00000155463	-0.22387782310799867	6.850211739336426	17.850006056835635	2.3901850846106187e-5	8.078954436931848e-4	OXA1L	OXA1L mitochondrial inner membrane protein
ENSG00000100722	0.3062590011947213	5.241012514128774	17.84327182055089	2.3986587638806112e-5	8.101235681081129e-4	ZC3H14	zinc finger CCCH-type containing 14
ENSG00000145740	0.5401168167571689	4.556506226197894	17.842714659124493	2.399361189755607e-5	8.101235681081129e-4	SLC30A5	solute carrier family 30 member 5
ENSG00000130522	-0.3691603134020034	6.287449201758325	17.830946434132272	2.414246035820908e-5	8.147105836704572e-4	JUND	JunD proto-oncogene, AP-1 transcription factor subunit
ENSG00000170955	-0.40689861947117184	7.096778244768472	17.828799433544255	2.4169716251132937e-5	8.150974513296945e-4	CAVIN3	caveolae associated protein 3
ENSG00000205609	-0.8468222087535489	2.48475262784135	17.82799594410124	2.4179924393512467e-5	8.150974513296945e-4	EIF3CL	eukaryotic translation initiation factor 3 subunit C like
ENSG00000250320	-1.1158312576017764	2.410214905258891	17.82251557578339	2.424966680705709e-5	8.170091933382481e-4	EDIL3-DT	EDIL3 divergent transcript
ENSG00000196455	0.4529041646107163	3.8538486698179732	17.813568453262917	2.4363961273516638e-5	8.204191041082134e-4	PIK3R4	phosphoinositide-3-kinase regulatory subunit 4
ENSG00000064393	1.6854349743474915	1.167597667451933	17.802583966468376	2.4505022394514482e-5	8.247261965303585e-4	HIPK2	homeodomain interacting protein kinase 2
ENSG00000049449	0.34128726269489623	6.119884947600364	17.788335446203718	2.468922309530119e-5	8.300477077099295e-4	RCN1	reticulocalbin 1
ENSG00000018408	0.47442729277265955	5.14187733503655	17.7883051045397	2.468961682422677e-5	8.300477077099295e-4	WWTR1	WW domain containing transcription regulator 1
ENSG00000122359	-0.25645670607775073	8.404307689334374	17.76606835158779	2.4979875613780334e-5	8.393559490804003e-4	ANXA11	annexin A11
ENSG00000083799	-0.4369544429383698	3.4080111091696295	17.757648613971824	2.509067215856527e-5	8.42214962662837e-4	CYLD	CYLD lysine 63 deubiquitinase
ENSG00000136159	0.43407579500074656	4.603521309746089	17.75756105442371	2.5091826957801906e-5	8.42214962662837e-4	NUDT15	nudix hydrolase 15
ENSG00000058453	-0.5254111491214486	4.466180832791219	17.745061920822582	2.5257223807734294e-5	8.473129656206208e-4	CROCC	ciliary rootlet coiled-coil, rootletin
ENSG00000117118	0.3670960300443736	7.060763205473561	17.74072881497773	2.5314817701032816e-5	8.487909464463944e-4	SDHB	succinate dehydrogenase complex iron sulfur subunit B
ENSG00000196593	-6.836960690237315	-1.6710012227083415	17.729288075918387	2.54675183766945e-5	8.534545174873036e-4	ANKRD20A19P	ankyrin repeat domain 20 family member A19, pseudogene
ENSG00000112357	0.7444059687214991	2.6395598007251992	17.72433956213041	2.5533853099923543e-5	8.550523235637044e-4	PEX7	peroxisomal biogenesis factor 7
ENSG00000104131	0.39035265993494367	6.183820275538791	17.723697538906276	2.554247212176744e-5	8.550523235637044e-4	EIF3J	eukaryotic translation initiation factor 3 subunit J
ENSG00000290009	-6.004967598226322	-2.241567272456905	17.72170932167904	2.5569182053698267e-5	8.554897090538321e-4	NA	NA
ENSG00000088002	0.5614660139318846	3.295844387416929	17.717508623303875	2.562570702989968e-5	8.569236430798452e-4	SULT2B1	sulfotransferase family 2B member 1
ENSG00000179630	0.9362653239167614	2.0012800664634933	17.715471096528095	2.565316937871827e-5	8.573847121778441e-4	LACC1	laccase domain containing 1
ENSG00000289571	-6.16316522227485	-2.140741079607718	17.701026433985774	2.5848708363935885e-5	8.634597839205007e-4	NA	NA
ENSG00000197261	0.5914343531288533	3.796987045164122	17.687320581407793	2.6035630604063946e-5	8.689120801459641e-4	C6orf141	chromosome 6 open reading frame 141
ENSG00000133706	0.3507190571970581	4.972309836173674	17.687027249789665	2.603964591059436e-5	8.689120801459641e-4	LARS1	leucyl-tRNA synthetase 1
ENSG00000148773	-0.26149070387577295	6.12190270799521	17.670585196272512	2.6265712839206516e-5	8.759894654352386e-4	MKI67	marker of proliferation Ki-67
ENSG00000285517	2.3963992871110045	0.474286143414002	17.648321969315447	2.6574963363265374e-5	8.858321121088459e-4	NA	NA
ENSG00000050426	-0.4504965544609431	5.5707977438608545	17.64183667888848	2.6665734465674937e-5	8.883855212528261e-4	LETMD1	LETM1 domain containing 1
ENSG00000281386	-6.5864525099216085	-1.8526274303062624	17.636843513758127	2.6735833320065927e-5	8.902478752884405e-4	NA	NA
ENSG00000249602	-6.570313478962672	-1.8645404104586054	17.63209875450284	2.6802616391614282e-5	8.919655061171073e-4	NA	NA
ENSG00000104738	0.33088795896244916	6.890640188002535	17.63115861298334	2.6815868884062952e-5	8.919655061171073e-4	MCM4	minichromosome maintenance complex component 4
ENSG00000276023	0.34244893935779036	5.318266853324273	17.61532079197712	2.7040115562288832e-5	8.989476382584887e-4	DUSP14	dual specificity phosphatase 14
ENSG00000136048	-0.6116052970669048	3.2780516341038495	17.60096601026998	2.724499159910853e-5	9.052787351691069e-4	DRAM1	DNA damage regulated autophagy modulator 1
ENSG00000171604	-0.23717905003928458	5.944290824082973	17.590790007593835	2.7391170930665173e-5	9.096538227503741e-4	CXXC5	CXXC finger protein 5
ENSG00000100142	0.3333653830522503	6.395653689669004	17.58432017859204	2.7484520277157395e-5	9.122707365684324e-4	POLR2F	RNA polymerase II, I and III subunit F
ENSG00000144589	-0.2926270295972256	4.879771364562668	17.569776696354396	2.7695528314827387e-5	9.187881615553849e-4	STK11IP	serine/threonine kinase 11 interacting protein
ENSG00000238231	-7.6943671865646435	-0.9918368178631443	17.565261540972557	2.7761368242556765e-5	9.204853457473872e-4	NA	NA
ENSG00000118246	0.47272244953108394	3.788405152599399	17.562241044234355	2.7805500862473806e-5	9.21461365791283e-4	FASTKD2	FAST kinase domains 2
ENSG00000101871	0.3909707203627042	4.338442055423667	17.536444296011798	2.8185302335977734e-5	9.335543879903876e-4	MID1	midline 1
ENSG00000102743	0.8337073805837693	2.4060401308044526	17.5316019351022	2.8257174680220606e-5	9.354407879882957e-4	SLC25A15	solute carrier family 25 member 15
ENSG00000100632	0.44324155542750654	7.632627543861976	17.5220786819433	2.8399060510501e-5	9.396417382630147e-4	ERH	ERH mRNA splicing and mitosis factor
ENSG00000259628	-6.052701659142396	-2.211633956537106	17.51612546890676	2.8488120177918926e-5	9.420913160102936e-4	NA	NA
ENSG00000111231	0.5653339829736402	4.032043049012441	17.498251991456804	2.875719608354857e-5	9.504882416649951e-4	GPN3	GPN-loop GTPase 3
ENSG00000213977	-0.3016413514544607	8.156313612999961	17.49515777437705	2.8804036588603387e-5	9.515348230270982e-4	TAX1BP3	Tax1 binding protein 3
ENSG00000174780	0.3267003103701135	5.654442134886986	17.492456100200222	2.8844997442329083e-5	9.523861714765842e-4	SRP72	signal recognition particle 72
ENSG00000198130	-0.42775912729982063	4.209809916938559	17.47138169451167	2.9166528297082748e-5	9.624954338037307e-4	HIBCH	3-hydroxyisobutyryl-CoA hydrolase
ENSG00000196526	-0.5159358841847554	3.5176366913534993	17.465874639444053	2.9251141050787544e-5	9.647798757939922e-4	AFAP1	actin filament associated protein 1
ENSG00000288869	-2.086178900825123	0.533967325003714	17.45520312862029	2.941580551618506e-5	9.697008443032614e-4	SMANTIS	SMARCA4 interacting SWI/SNF chromatin remodeling complex scaffold lncRNA
ENSG00000143476	0.5220874813820817	4.344931481743598	17.44664383680476	2.954855082380166e-5	9.731912979289738e-4	DTL	denticleless E3 ubiquitin protein ligase homolog
ENSG00000174640	-1.0474786232445972	2.3802827927800854	17.446374933509148	2.955273096103295e-5	9.731912979289738e-4	SLCO2A1	solute carrier organic anion transporter family member 2A1
ENSG00000279379	-5.947537045298789	-2.277166138340324	17.42596863992947	2.9871689438020782e-5	9.830015676825646e-4	NA	NA
ENSG00000130340	0.4523372929983507	3.9275524949837632	17.425313069104575	2.988199342907445e-5	9.830015676825646e-4	SNX9	sorting nexin 9
ENSG00000163683	0.4903030927748418	3.3479096548180536	17.414507455277214	3.005234717773612e-5	9.880871358385185e-4	SMIM14	small integral membrane protein 14
ENSG00000110063	0.3087993019023963	4.742144882063058	17.386140220227933	3.050422412837581e-5	0.0010024186859796452	DCPS	decapping enzyme, scavenger
ENSG00000162976	-0.630056336268553	3.0142175552840906	17.384187735503787	3.053557632275194e-5	0.001002923329196724	SLC66A3	solute carrier family 66 member 3
ENSG00000133835	0.278082709987684	6.1664764719377185	17.381998305082572	3.0570771813300385e-5	0.0010035536087402794	HSD17B4	hydroxysteroid 17-beta dehydrogenase 4
ENSG00000004777	-0.7479243563546184	3.199280725863314	17.374993286500835	3.068365287920286e-5	0.0010067320960366402	ARHGAP33	Rho GTPase activating protein 33
ENSG00000136271	0.392036723665524	6.250666925377911	17.36378140277011	3.0865197130807754e-5	0.0010121589226473045	DDX56	DEAD-box helicase 56
ENSG00000196363	0.3000023227939316	5.584720965381767	17.36229933529739	3.088927559899165e-5	0.0010124190172800713	WDR5	WD repeat domain 5
ENSG00000290797	-7.081810639661014	-1.4846015958014303	17.351065106981217	3.107240789555241e-5	0.001017889224164648	NA	NA
ENSG00000284776	0.45223233294468734	3.8294970486509414	17.335854482567868	3.132210066963645e-5	0.0010255330088700812	NA	NA
ENSG00000064545	0.5620973345597615	4.740620125001344	17.303534366167455	3.185937282016867e-5	0.001042579684668359	TMEM161A	transmembrane protein 161A
ENSG00000091140	0.33001770398084224	5.608838335386744	17.283436786695304	3.219812486857984e-5	0.0010531155082211558	DLD	dihydrolipoamide dehydrogenase
ENSG00000059573	0.2679278287754797	5.315769376575025	17.27234654310061	3.2386602536660436e-5	0.0010587278305780028	ALDH18A1	aldehyde dehydrogenase 18 family member A1
ENSG00000273363	-6.516168743210041	-1.902690989034112	17.258349071814287	3.262607211132202e-5	0.0010660003759144817	NA	NA
ENSG00000128604	0.40944889392002637	4.528043231875778	17.25025116137438	3.276542341319585e-5	0.001069995858337177	IRF5	interferon regulatory factor 5
ENSG00000160271	-0.34997934995445606	6.359445279883242	17.232312122121645	3.307625802589501e-5	0.0010795842676853812	RALGDS	ral guanine nucleotide dissociation stimulator
ENSG00000244405	1.9861239167280622	2.069591765505366	17.218022163736123	3.3325983489407884e-5	0.0010868319128319297	ETV5	ETS variant transcription factor 5
ENSG00000037757	0.2910754550661957	5.007468432465987	17.217623426855834	3.3332978761974496e-5	0.0010868319128319297	MRI1	methylthioribose-1-phosphate isomerase 1
ENSG00000198682	0.6674205765335771	2.99929455625862	17.2049149345621	3.355670599647435e-5	0.001093325553067136	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2
ENSG00000110536	0.44682872003582325	5.359770994617762	17.20433153740685	3.356701259416646e-5	0.001093325553067136	PTPMT1	protein tyrosine phosphatase mitochondrial 1
ENSG00000247708	-1.0635401013927321	1.666876400885124	17.197819727595753	3.368226979604306e-5	0.0010959532741210444	STX18-AS1	STX18 antisense RNA 1 (head to head)
ENSG00000115211	0.31253002751669823	4.653255670874615	17.19779845998574	3.368264687769143e-5	0.0010959532741210444	EIF2B4	eukaryotic translation initiation factor 2B subunit delta
ENSG00000166509	-2.767776824593553	0.32861668909170144	17.19658192326196	3.370422353418496e-5	0.001096086522610683	CLEC3A	C-type lectin domain family 3 member A
ENSG00000265688	0.7198638920296405	2.4323879578818746	17.195058148510537	3.3731269003896245e-5	0.0010963973906398623	MILIP	MYC inducible lncRNA inactivating p53
ENSG00000136237	-0.4847835490636247	3.761812350609869	17.16904090440656	3.419642933979136e-5	0.0011109409946139473	RAPGEF5	Rap guanine nucleotide exchange factor 5
ENSG00000070423	0.2834330524726713	6.093067992004231	17.165305007168552	3.4263750474134755e-5	0.001112551607834412	RNF126	ring finger protein 126
ENSG00000079432	-0.33337674484148083	4.582465122234525	17.163469159723764	3.429688137344385e-5	0.0011130509638276032	CIC	capicua transcriptional repressor
ENSG00000170638	0.3311154530133021	5.369278068936082	17.16187431594846	3.4325689098486085e-5	0.001113409573965379	TRABD	TraB domain containing
ENSG00000132376	-0.3005677967852801	5.571842930093508	17.1577431426903	3.440042378548419e-5	0.00111525675871244	INPP5K	inositol polyphosphate-5-phosphatase K
ENSG00000262089	-0.3644230695871183	3.7505561527235156	17.151794456718186	3.450832544916329e-5	0.0011181767471124227	NA	NA
ENSG00000006530	0.5057079297077518	4.131560292042055	17.128292264345927	3.493796294321773e-5	0.0011315135725928468	AGK	acylglycerol kinase
ENSG00000267009	-6.240503488372008	-2.090325148990971	17.12449288660965	3.500792148851875e-5	0.001133193948027943	NA	NA
ENSG00000108384	0.36209294819158744	4.289401139995779	17.111508862543317	3.5248062897565356e-5	0.0011403785055094672	RAD51C	RAD51 paralog C
ENSG00000104419	0.3915550427769925	7.400372539637027	17.098162860577688	3.5496624928500394e-5	0.0011478279437942107	NDRG1	N-myc downstream regulated 1
ENSG00000052749	0.5488322856786306	4.16768179262135	17.09608504929052	3.553548122136131e-5	0.0011484920992677083	RRP12	ribosomal RNA processing 12 homolog
ENSG00000289939	-5.878527395026618	-2.319249955459037	17.072776269786473	3.5974310033245575e-5	0.0011620758573335896	NA	NA
ENSG00000171055	0.33850911014273316	4.560577018228936	17.060012194546882	3.6216920171360305e-5	0.0011693104504347533	FEZ2	fasciculation and elongation protein zeta 2
ENSG00000177889	0.3518444775124975	6.439046143955526	17.05720526875728	3.62704923628127e-5	0.0011704374015174249	UBE2N	ubiquitin conjugating enzyme E2 N
ENSG00000162645	-1.061017886179172	2.726421528641142	17.055497103669822	3.63031328969043e-5	0.0011706512457711096	GBP2	guanylate binding protein 2
ENSG00000119326	0.5080481253221384	5.7870430410075455	17.054904661461496	3.6314460494813524e-5	0.0011706512457711096	CTNNAL1	catenin alpha like 1
ENSG00000141873	0.31625348459360725	4.477197777855384	17.043726885549	3.652884862889254e-5	0.0011769572502731565	SLC39A3	solute carrier family 39 member 3
ENSG00000071994	0.35078815350711817	6.063275631249511	17.04015122974171	3.6597697414951977e-5	0.0011785699167526909	PDCD2	programmed cell death 2
ENSG00000196562	-0.3431383212024595	6.131044188511074	17.036839721648626	3.666157640459211e-5	0.001180020965383945	SULF2	sulfatase 2
ENSG00000185651	0.26989426724168053	6.784691785462141	17.033817589127803	3.671997114634684e-5	0.0011809988222946102	UBE2L3	ubiquitin conjugating enzyme E2 L3
ENSG00000135372	0.4312304312228834	4.906522819004656	17.03312021417252	3.673345934917677e-5	0.0011809988222946102	NAT10	N-acetyltransferase 10
ENSG00000163170	0.3248632287515293	5.911138581183657	17.03234472947381	3.674846415146387e-5	0.0011809988222946102	BOLA3	bolA family member 3
ENSG00000165280	0.29039616919698646	6.9201816057609005	17.023131072602816	3.692721073522975e-5	0.0011861353038416522	VCP	valosin containing protein
ENSG00000160888	-0.30337771927039797	5.37728080827251	17.01325364675055	3.7119805337308215e-5	0.001191711108371339	IER2	immediate early response 2
ENSG00000227973	-6.444712272009806	-1.9523957717259932	17.006189700222134	3.725816037885766e-5	0.0011954734739426608	PIN4P1	peptidylprolyl cis/trans isomerase, NIMA-interacting 4 pseudogene 1
ENSG00000051523	-0.23804125976372775	8.00129241160902	17.004741556970373	3.728658779552129e-5	0.0011954734739426608	CYBA	cytochrome b-245 alpha chain
ENSG00000068120	0.279192554491715	6.708162230806223	17.0043541487599	3.7294196411991135e-5	0.0011954734739426608	COASY	Coenzyme A synthase
ENSG00000206073	-0.7246693165825007	2.3574048290909695	16.99965364280157	3.738663780766489e-5	0.0011978243181096518	SERPINB4	serpin family B member 4
ENSG00000232177	-5.8618319003547645	-2.329316205245455	16.987646846035084	3.7623813599436116e-5	0.0012048075141392464	MTND4P24	MT-ND4 pseudogene 24
ENSG00000225138	-0.4639753652052261	6.405501775129043	16.98304978935556	3.7715021252277465e-5	0.0012071117062367519	SLC9A3-AS1	SLC9A3 antisense RNA 1
ENSG00000095794	0.6539914810842138	3.2793278453397634	16.981219300598973	3.775140080439448e-5	0.0012076596073650682	CREM	cAMP responsive element modulator
ENSG00000116990	-1.0911559469106529	1.8431392663004333	16.97269488246674	3.7921282216850744e-5	0.0012124754691466301	MYCL	MYCL proto-oncogene, bHLH transcription factor
ENSG00000105865	0.5784337662153815	2.7331323991544134	16.968942459801262	3.7996306877640656e-5	0.0012142156334806278	DUS4L	dihydrouridine synthase 4 like
ENSG00000138061	0.2864078086344994	4.863394074520376	16.967351596065985	3.802815908542766e-5	0.0012142156334806278	CYP1B1	cytochrome P450 family 1 subfamily B member 1
ENSG00000263001	-0.34643871668224707	7.0484639637081985	16.966729143023535	3.804062911868974e-5	0.0012142156334806278	GTF2I	general transcription factor IIi
ENSG00000125850	-0.5893375191924272	3.8934638524605885	16.966103391561617	3.8053169374632114e-5	0.0012142156334806278	OVOL2	ovo like zinc finger 2
ENSG00000133639	-0.2566336589569631	5.517802233646002	16.963094189573365	3.811353279418809e-5	0.0012155231465898234	BTG1	BTG anti-proliferation factor 1
ENSG00000115306	-0.3468734494895615	5.480244387110073	16.927873037806123	3.882725293966779e-5	0.0012373749815726843	SPTBN1	spectrin beta, non-erythrocytic 1
ENSG00000162063	-0.3572253196439218	4.61719490471756	16.92733881399764	3.8838181239793345e-5	0.0012373749815726843	CCNF	cyclin F
ENSG00000230989	0.3831973906332257	6.2637697084698445	16.92534916437105	3.887890953320794e-5	0.001238043487928968	HSBP1	heat shock factor binding protein 1
